CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_TO_LIMIT_RATIO,PAYMENT_TO_MIN_PAYMENT_RATIO,MONTHLY_AVG_PURCHASES,MONTHLY_AVG_CASH_ADVANCE,MONTHLY_AVG_PAYMENTS,CASH_ADVANCE_SHARE,PURCHASE_TYPE,IS_FULL_PAYER,HIGH_LIMIT_TIER
C10011,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1083.301007,2172.697765,0.0,12,1.077604106853299,0.4985971907666725,76.67666666666666,0.0,90.27508391666667,0.0,Installments_Only,0,0
C10012,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000.0,705.618627,155.549069,0.0,12,0.3153973704230132,4.536308614209152,124.34833333333334,0.0,58.80155224999999,0.0,One_Off_Only,0,0
C10013,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000.0,608.263689,490.207013,0.25,12,0.505642871647857,1.240830221642908,268.1658333333333,0.0,50.68864075,0.0,Both,1,0
C10014,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,0.1228924490361434,6.593551996807364,178.16083333333333,0.0,137.99095291666666,0.0,Both,0,1
C10015,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,12,0.9242575749191414,0.8138163496143062,0.0,28.900949166666667,67.13733116666667,0.9999999711658845,No_Purchases,0,0
C10016,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,2109.90649,0.0,12,0.8607766527990292,0.9447998179066228,134.30833333333334,191.79093891666665,166.11993975,0.5881366649586344,Installments_Only,0,1
C10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,8,0.6906914490310284,1.0408809168735704,0.0,348.034337875,48.99682025,0.9999999964084003,No_Purchases,0,0
C10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,0.016435795534256815,3.4778609976928476,43.25,0.0,21.215888500000002,0.0,Installments_Only,1,0
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,0.1530055558823034,2.311048070642779,42.02916666666667,0.0,143.40311441666668,0.0,Both,0,1
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,0.8944927310137681,0.08455146508388267,33.22,0.0,87.83170533333333,0.0,Installments_Only,0,0
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,1.0083423379582883,0.016453766230649307,14.723333333333334,0.0,18.58905,0.0,Installments_Only,0,0
C10022,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.959051,1659.775075,0.0,12,0.5661805610967284,1.251952189052169,529.9958333333333,19.085687083333333,173.16325425,0.03475929592364393,Both,0,1
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,0.07352346625820297,27.332814492147786,67.99166666666666,0.0,196.63582983333333,0.0,Installments_Only,0,0
C10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842,1425.426525,0.0,12,0.42223904141973445,6.6499701031593315,354.0291666666667,664.5346355,789.9203201666666,0.6524231801117716,Both,0,1
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,0.8947618683420636,0.8586145010138417,0.0,72.63180572727273,129.33879154545454,0.9999999874835702,No_Purchases,0,1
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,0.056593892811353685,1.3208516353179787,33.300000000000004,0.0,17.9421785,0.0,Installments_Only,0,0
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,0.9505689591143002,0.9165920781833443,8.5,20.40337375,74.18157041666667,0.7059166635083945,One_Off_Only,0,0
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,0.12569481574305186,1.2611544267789607,19.44,0.0,17.314476250000002,0.0,Installments_Only,0,0
C10029,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,12,0.6812251776369285,0.9712508905934701,32.25416666666667,186.34543825,133.45402891666666,0.852450934715375,Both,0,1
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,0.0031976072417425985,1.0067841357529286,8.333333333333334,0.0,13.397314416666667,0.0,Installments_Only,0,1
C10031,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,0.9335553808203421,1.2850255662865986,253.16750000000002,265.2986084166667,352.52695758333334,0.5116990362213664,Both,0,1
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,0.19371222034381297,2.515089786158055,112.30916666666667,14.651312916666667,53.83319158333333,0.11540057873586404,Both,0,1
C10033,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,2506.745366,0.0,12,0.6412212435797893,0.686196090144897,27.079166666666666,99.12781274999999,143.34323966666668,0.7854384325941433,One_Off_Only,0,1
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,0.10471704329402465,2.1571350393739195,53.06583333333333,0.0,35.28747466666667,0.0,One_Off_Only,1,0
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,0.319736510254785,0.4890457278574193,45.60666666666666,0.0,727.9673195833334,0.0,Installments_Only,0,1
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,0.9201948732211397,0.5539193077378539,0.0,8.272030583333333,29.291683250000002,0.9999998992589254,No_Purchases,0,0
C10037,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,11,0.8252307703052992,0.8235985893279297,0.0,806.6704587272726,148.76014554545455,0.9999999988730331,No_Purchases,0,1
C10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,0.8094961639810078,1.0498025621091285,198.3791666666667,141.47174175,134.82453466666666,0.41627589598688114,Both,0,0
C10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,12,0.6966020152259979,0.6036431733002631,17.0,243.80832183333334,103.09263841666666,0.9348180278163106,One_Off_Only,0,1
C10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,0.18821363041571515,27.87846858512526,80.27,514.4735730833333,1672.58962,0.8650342696353699,One_Off_Only,1,1
C10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,0.36858211461898827,10.824905339893592,0.0,261.08866116666667,255.5881525,0.9999999968082361,No_Purchases,1,0
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,0.2616299197945669,3.476070167735087,127.21583333333332,182.3683005833333,105.19247216666668,0.5890750852933794,Both,1,0
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,0.9121579530840935,0.4820364281898709,16.985,0.0,72.35627291666667,0.0,One_Off_Only,0,0
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,0.9071615786189229,1.1771879421241762,0.0,123.46559108333334,31.524518916666665,0.9999999932504812,No_Purchases,0,0
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,0.625405363264229,1.084647992117599,127.12,0.0,119.19512508333334,0.0,Both,0,1
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,312.343947,0.0,12,0.934296531940431,0.0,36.416666666666664,15.387391000000001,0.0,0.2970306081327586,Both,0,0
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,0.27908655659360854,1.1957421315009649,13.7175,126.707444,22.001625625,0.9023143557180772,Installments_Only,0,0
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,312.343947,0.0,12,0.9309788637357647,0.0,0.0,165.07276675,0.0,0.9999999949517213,No_Purchases,0,0
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,0.06965672069800993,14.482437171105975,199.21666666666667,0.0,211.99612991666666,0.0,Both,1,0
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,0.21595245771011884,2.052257145815439,42.291666666666664,57.924763250000005,48.98887091666666,0.5779966699722042,One_Off_Only,0,0
C10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,0.4109443210742131,8.013798259213752,112.6775,1066.33107675,1014.16216825,0.9044302956292826,Both,0,1
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,0.43155542427377824,1.0585140665463129,258.9875,0.0,116.65236166666666,0.0,Both,0,0
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,0.4473374555790358,1.1897623070923065,0.0,26.779927916666665,57.652106583333335,0.9999999688821677,No_Purchases,0,0
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,0.1548913848170287,23.48164814606358,219.91333333333333,220.14061144444446,345.56141577777777,0.5002582376571365,One_Off_Only,1,0
C10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,312.343947,0.0,12,0.00666051693339483,1.3351203173749895,25.833333333333332,0.0,34.75139691666667,0.0,Installments_Only,0,0
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,312.343947,0.0,12,0.21866599696889,0.0,106.99166666666667,0.0,0.0,0.0,One_Off_Only,0,1
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,312.343947,0.0,12,0.9063045342342386,0.0,26.105833333333333,55.70572858333333,0.0,0.6809028786500394,One_Off_Only,0,0
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,0.31817741677576344,4.329900990799885,434.8016666666667,0.0,473.22746775,0.0,Both,0,1
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,0.9927846887680383,0.4780232913264663,0.0,20.41595609090909,69.53988436363636,0.9999999554715505,No_Purchases,0,0
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,0.9156506751405822,1.1137350213283068,19.083333333333332,80.882611,175.87975191666666,0.8091016482177978,Installments_Only,0,1
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,0.2890944661706239,6.403300724874955,9.416666666666666,0.0,292.4738800833333,0.0,One_Off_Only,0,1
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,0.9723710570476809,0.4038190725055743,5.516666666666667,0.0,28.173638416666666,0.0,One_Off_Only,0,0
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,0.19508023519257778,18.09324200783349,0.0,347.24295145454545,397.4680589090909,0.9999999973819744,No_Purchases,0,0
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,312.343947,0.0,12,0.00447022247206111,0.0,70.0,0.0,0.0,0.0,One_Off_Only,0,0
C10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,1.0399388078922227,1.128879591395815,157.30333333333334,133.82911425,307.3371665,0.4596846383075263,Installments_Only,0,0
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,0.9766999873516669,0.8658502346061037,34.36083333333333,0.0,64.78763733333334,0.0,Both,0,0
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,0.5398982997340114,0.8141838866157505,0.0,113.552951,18.259346125,0.9999999889919199,No_Purchases,0,0
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,0.630522009077912,1.5303116878010168,0.0,31.909045583333334,45.00185208333334,0.9999999738841042,No_Purchases,0,0
C10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,0.6650872620581879,6.865800282405269,21.958333333333332,0.0,573.06968375,0.0,Both,0,1
C10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,0.999667927060777,1.758317284906334,113.64083333333333,0.0,135.318029,0.0,One_Off_Only,0,0
C10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,0.878029394435153,0.5906853195466829,34.925000000000004,52.1166155,107.35124241666666,0.5987551437511794,Installments_Only,0,1
C10074,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.69446,1107.030803,0.454545,12,0.4272031688182812,25.50307916316327,376.9391666666667,2274.7071466666666,2352.7245383333334,0.8578471172847723,Both,1,1
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,0.09371614415183409,6.457918146461745,0.0,184.293737625,113.807248125,0.9999999932173497,No_Purchases,1,1
C10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,0.8039877382044989,1.4275494456908415,71.39,0.0,88.9017418,0.0,Both,0,0
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,0.08872241935212931,7.436468984616144,71.99454545454546,0.0,118.65248218181819,0.0,Both,0,1
C10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,0.9767389357054352,0.9207083171490505,46.8225,0.0,165.83708316666667,0.0,Both,0,1
C10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,0.1570580406754018,4.746071205425076,50.509166666666665,0.0,246.66004533333333,0.0,One_Off_Only,0,1
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,0.38587311676084585,7.565785035105951,26.666666666666668,0.0,119.90921408333332,0.0,Installments_Only,0,0
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,1.0047638899603009,0.003552078170161043,0.0,3.19381675,2.43988925,0.999999739079233,No_Purchases,0,0
C10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12,0.9419743763686081,0.6489500635005795,32.388333333333335,385.161215,135.38192616666666,0.922432357473966,One_Off_Only,0,1
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,0.0034715125930569746,2.9443054214090374,20.404166666666665,0.0,29.816840166666665,0.0,Both,1,0
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,0.008587864306749616,0.7077995874800247,0.0,248.7750005,9.714086083333333,0.9999999966502529,No_Purchases,0,1
C10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.444444,12,0.00031552583307039515,2.110374044501189,11.0875,0.0,17.504452666666666,0.0,Both,1,1
C10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.606194,140.809454,1.0,12,0.03538702470510813,5.1531067116340985,33.0,0.0,60.46718283333333,0.0,Installments_Only,1,0
C10088,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000.0,4921.066897,594.756686,0.0,12,0.2150402759832886,8.274084058399572,409.6333333333334,24.487066,410.0889080833333,0.05640616287693223,Both,0,1
C10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.229436,171.357189,1.0,12,0.008176800116256485,7.441936746410053,103.98333333333333,0.0,106.26911966666667,0.0,One_Off_Only,1,1
C10090,7069.950386,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000.0,4589.873897,1876.262988,0.0,12,0.642722761779343,2.4462849301470904,133.64833333333334,468.8336705,382.4894914166667,0.7781704131717431,Both,0,1
C10092,8181.251131,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21,60,13500.0,3021.575846,2074.581541,0.0,12,0.6060186018473936,1.4564748464785706,188.16750000000002,437.6024111666666,251.79798716666667,0.6993024157522401,Both,0,1
C10093,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,0.89717903311738,1.108266220777931,3.75,8.686505333333333,89.48707375,0.6984683010583478,One_Off_Only,0,0
C10094,6110.265264,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14,0,6500.0,1502.205631,2864.380327,0.0,12,0.9400408083999372,0.524443493622544,0.0,226.43782641666667,125.18380258333333,0.9999999963198138,No_Purchases,0,1
C10095,9381.255094,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000.0,6409.496345,9827.045323,0.0,12,1.0423616759529315,0.6522302612644312,425.0058333333333,30.894766416666666,534.1246954166667,0.06776645254938518,Both,0,1
C10096,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11,0.4942517712643706,3.3560993585059116,93.82181818181817,394.1744751818182,277.8568158181818,0.8077407140340399,Both,0,0
C10097,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,0.7341533736991479,1.4104156893763269,3.8041666666666667,41.304827833333334,36.73670325,0.9156672084605505,One_Off_Only,0,0
C10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,312.343947,0.0,12,0.5448824314796564,0.0,33.800000000000004,0.0,0.0,0.0,One_Off_Only,0,0
C10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,312.343947,0.0,12,0.9706190659557539,0.0,17.778333333333332,0.0,0.0,0.0,One_Off_Only,0,0
C10100,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,2906.110765,0.0,12,0.9498190604181745,0.0522428987587371,0.0,10.051076,12.651970916666668,0.9999999170901439,No_Purchases,0,0
C10101,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,0.2699926175500123,1.0719281259961186,61.620000000000005,0.0,34.760711,0.0,One_Off_Only,0,1
C10102,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,312.343947,0.0,12,0.8764178255589554,0.0,0.0,142.83202541666665,0.0,0.9999999941656409,No_Purchases,0,0
C10103,4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0,3,7000.0,217.820198,121.781205,1.0,12,0.000672577284753461,1.7886190246993348,6.583333333333333,0.0,18.15168316666667,0.0,Installments_Only,1,1
C10104,0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1,0,3000.0,138.021428,312.343947,0.0,7,0.0,0.4418892215033313,0.0,12.835571999999999,19.717346857142854,0.9999998887021732,No_Purchases,0,0
C10105,4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,1500.0,26.487919,60.913577,0.0,9,0.0032505899783294005,0.4348441834495808,2.2222222222222223,0.0,2.943102111111111,0.0,One_Off_Only,0,0
C10106,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.149153,54.79166,0.0,12,0.011697205441513973,12.997398199397827,112.19,0.0,59.34576275,0.0,Installments_Only,0,0
C10107,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0,75,5700.0,9172.788366,2103.796148,0.083333,12,0.6210178782087405,4.360112709170562,235.3166666666667,0.0,764.3990305000001,0.0,Both,0,1
