BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PAYMENTS,MINIMUM_PAYMENTS,TENURE,PAYMENT_TO_MIN_PAYMENT_RATIO,MONTHLY_AVG_PURCHASES,MONTHLY_AVG_CASH_ADVANCE,MONTHLY_AVG_PAYMENTS,CASH_ADVANCE_SHARE,PURCHASE_TYPE,PRC_FULL_PAYMENT,CREDIT_LIMIT
791.778273,0.818182,0.0,0.0,0.0,3058.096526,0.0,0.0,0.0,0.416667,7,0,2877.697274,255.198463,12,11.276310708959453,0.0,254.84137716666666,239.80810616666668,0.999999996729992,No_Purchases,0.142857,3000.0
2494.774127,1.0,250.0,250.0,0.0,2804.350229,0.083333,0.083333,0.0,0.333333,7,1,864.527484,867.201399,12,0.9969166044101757,20.833333333333332,233.69585241666667,72.04395699999999,0.91814952757944,One_Off_Only,0.0,3000.0
2659.823914,1.0,3384.83,812.11,2572.72,0.0,1.0,0.333333,1.0,0.0,0,82,2798.135325,661.569757,12,4.229539293623737,282.06916666666666,0.0,233.17794375000003,0.0,Both,0.0,5700.0
1649.174527,1.0,0.0,0.0,0.0,364.489187,0.0,0.0,0.0,0.083333,1,0,1334.151756,415.982151,12,3.2072331005559636,0.0,30.374098916666668,111.179313,0.9999999725643447,No_Purchases,0.0,10000.0
291.510745,1.0,698.91,75.0,623.91,79.010038,1.0,0.083333,1.0,0.083333,1,38,684.699102,178.065401,12,3.8452111398546682,58.2425,6.584169833333333,57.0582585,0.1015657562793651,Both,0.0,5000.0
828.013302,1.0,126.48,0.0,126.48,0.0,0.25,0.0,0.166667,0.0,0,3,301.728915,224.641178,12,1.343159363099522,10.540000000000001,0.0,25.144076249999998,0.0,Installments_Only,0.0,3000.0
35.16925,0.636364,272.34,0.0,272.34,0.0,0.416667,0.0,0.416667,0.0,0,8,386.322209,104.5487,12,3.69514084870105,22.694999999999997,0.0,32.193517416666666,0.0,Installments_Only,0.272727,1500.0
675.8726,1.0,1315.3,1265.32,49.98,0.0,0.916667,0.833333,0.083333,0.0,0,18,0.0,312.343947,12,0.0,109.60833333333333,0.0,0.0,0.0,Both,0.0,4000.0
1843.308668,1.0,89.66,89.66,0.0,126.156551,0.2,0.2,0.0,0.6,6,5,375.878055,397.759846,10,0.9449874071756503,8.966,12.6156551,37.5878055,0.5845545421326587,One_Off_Only,0.0,2000.0
1863.787327,1.0,0.0,0.0,0.0,1998.061069,0.0,0.0,0.0,0.083333,1,0,749.522371,439.864871,12,1.7039832079706314,0.0,166.50508908333333,62.46019758333333,0.999999994995148,No_Purchases,0.0,3000.0
197.159684,1.0,0.0,0.0,0.0,351.023706,0.0,0.0,0.0,0.25,2,0,373.550284,107.037616,8,3.489896945210649,0.0,43.87796325,46.6937855,0.9999999715118965,No_Purchases,0.0,1000.0
1175.065336,1.0,2707.46,2468.96,238.5,323.014918,0.75,0.666667,0.333333,0.166667,2,29,2288.300302,708.708009,12,3.2288336531436936,225.62166666666667,26.917909833333336,190.69169183333335,0.10658887655380728,Both,0.083333,1700.0
313.802253,1.0,1146.37,792.1,354.27,1429.340234,0.583333,0.416667,0.416667,0.333333,8,22,2736.9303,156.020535,12,17.54211472598048,95.53083333333332,119.11168616666667,228.077525,0.5549305234661325,Both,0.181818,2000.0
1204.187686,1.0,674.85,226.96,447.89,0.0,0.833333,0.166667,0.75,0.0,0,11,741.851507,285.994556,12,2.5939356728896734,56.237500000000004,0.0,61.82095891666666,0.0,Both,0.0,7500.0
256.028048,1.0,627.42,0.0,627.42,0.0,0.833333,0.0,0.833333,0.0,0,16,288.225797,174.799517,12,1.648893460678529,52.285,0.0,24.018816416666667,0.0,Installments_Only,0.083333,2500.0
113.563652,1.0,729.6,0.0,729.6,0.0,1.0,0.0,1.0,0.0,0,12,596.539738,176.463251,12,3.3805322117446304,60.800000000000004,0.0,49.71164483333334,0.0,Installments_Only,0.545455,1000.0
2287.854278,0.909091,0.0,0.0,0.0,1176.120124,0.0,0.0,0.0,0.166667,7,0,3532.758968,551.975557,12,6.400208957075088,0.0,98.01001033333334,294.3965806666667,0.9999999914974672,No_Purchases,0.0,6000.0
14.836268,0.545455,170.09,0.0,170.09,0.0,0.454545,0.0,0.454545,0.0,0,10,190.956987,73.377488,11,2.6023916351031757,15.462727272727273,0.0,17.359726090909092,0.0,Installments_Only,0.5,7000.0
1232.292951,1.0,0.0,0.0,0.0,5184.090716,0.0,0.0,0.0,0.666667,28,0,6050.865303,348.943877,12,17.340510977342326,0.0,432.0075596666666,504.23877524999995,0.9999999980710215,No_Purchases,0.083333,4500.0
269.309231,1.0,280.25,0.0,280.25,0.0,0.916667,0.0,0.916667,0.0,0,19,176.415802,184.470935,12,0.9563338118097677,23.354166666666668,0.0,14.701316833333335,0.0,Installments_Only,0.0,2500.0
5897.491823,1.0,0.0,0.0,0.0,3318.487381,0.0,0.0,0.0,0.333333,8,0,1417.970244,1809.974326,12,0.7834200827033163,0.0,276.5406150833333,118.16418700000001,0.9999999969865788,No_Purchases,0.0,7500.0
263.581756,0.727273,1944.26,700.0,1244.26,819.47409,0.5,0.083333,0.416667,0.083333,2,10,2628.464774,78.530864,12,33.47046378218075,162.02166666666668,68.2895075,219.03873116666668,0.29650974382810563,Both,0.0,2700.0
44.935526,1.0,401.06,0.0,401.06,0.0,0.916667,0.0,0.916667,0.0,0,11,441.438423,181.013795,12,2.4387003134926646,33.42166666666667,0.0,36.78653525,0.0,Installments_Only,0.4,1000.0
842.103869,1.0,496.56,0.0,496.56,0.0,1.0,0.0,1.0,0.0,0,12,254.599294,467.881962,12,0.5441528189506734,41.38,0.0,21.21660783333333,0.0,Installments_Only,0.0,1000.0
182.709228,0.909091,2463.21,1295.84,1167.37,0.0,1.0,1.0,1.0,0.0,0,44,2362.519923,115.016047,12,20.54078347512817,205.2675,0.0,196.87666025,0.0,Both,0.444444,9500.0
1610.282389,1.0,0.0,0.0,0.0,1296.078691,0.0,0.0,0.0,0.5,9,0,576.468692,374.736257,12,1.5383317355829882,0.0,108.00655758333333,48.03905766666667,0.9999999922844192,No_Purchases,0.0,5000.0
2374.665105,1.0,339.82,339.82,0.0,1434.174341,0.166667,0.166667,0.0,0.333333,4,3,622.389567,604.704131,12,1.0292464112627933,28.31833333333333,119.51452841666666,51.86579725000001,0.8084435782963776,One_Off_Only,0.0,6000.0
3173.141048,1.0,895.92,0.0,895.92,0.0,1.0,0.0,1.0,0.0,0,12,723.653473,749.728054,12,0.9652212685478451,74.66,0.0,60.30445608333333,0.0,Installments_Only,0.0,4500.0
101.138672,1.0,1411.82,546.02,865.8,0.0,1.0,1.0,0.833333,0.0,0,42,1357.403057,176.899874,12,7.673284042402198,117.65166666666666,0.0,113.11692141666667,0.0,Both,0.75,3500.0
170.617046,0.727273,350.0,350.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,828.8943,175.629153,12,4.719570974667801,29.166666666666668,0.0,69.07452500000001,0.0,One_Off_Only,0.142857,3000.0
39.477741,0.545455,325.66,325.66,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,288.039256,107.908566,12,2.6692897513539613,27.138333333333335,0.0,24.003271333333334,0.0,One_Off_Only,0.0,1000.0
80.55139,0.909091,2132.7,914.0,1218.7,0.0,1.0,1.0,1.0,0.0,0,38,1731.530778,129.508802,12,13.369984260221614,177.725,0.0,144.2942315,0.0,Both,0.545455,10000.0
41.143328,1.0,239.23,239.23,0.0,0.0,0.583333,0.583333,0.0,0.0,0,7,309.734225,149.956376,12,2.0654953967748995,19.93583333333333,0.0,25.811185416666664,0.0,One_Off_Only,0.083333,6000.0
14.289109,0.909091,275.21,0.0,275.21,0.0,1.0,0.0,1.0,0.0,0,18,384.69094,96.596385,12,3.982456488153621,22.934166666666666,0.0,32.05757833333333,0.0,Installments_Only,0.6,7500.0
411.362969,1.0,10.79,0.0,10.79,0.0,0.166667,0.0,0.166667,0.0,0,1,918.160924,166.281511,12,5.521725556022548,0.8991666666666666,0.0,76.51341033333334,0.0,Installments_Only,0.0,1200.0
559.944819,0.818182,0.0,0.0,0.0,1379.58783,0.0,0.0,0.0,0.166667,3,0,1964.825042,242.677632,12,8.096440305778149,0.0,114.96565249999999,163.73542016666667,0.9999999927514583,No_Purchases,0.142857,3000.0
2069.451252,1.0,0.0,0.0,0.0,2849.085564,0.0,0.0,0.0,0.666667,14,0,199.137135,258.367496,6,0.7707514698075075,0.0,474.847594,33.1895225,0.9999999964901019,No_Purchases,0.0,3000.0
1447.267049,1.0,0.0,0.0,0.0,77.866868,0.0,0.0,0.0,0.083333,1,0,315.87129,298.701546,12,1.0574812338774693,0.0,6.488905666666667,26.3226075,0.9999998715756909,No_Purchases,0.0,1500.0
218.890208,0.6,0.0,0.0,0.0,447.102858,0.0,0.0,0.0,0.3,4,0,58.883172,166.541878,10,0.3535637352688112,0.0,44.7102858,5.8883172,0.9999999776337826,No_Purchases,0.0,500.0
27.202031,1.0,538.41,0.0,538.41,0.0,1.0,0.0,1.0,0.0,0,15,458.430924,100.747103,12,4.550313258107952,44.8675,0.0,38.202577,0.0,Installments_Only,0.4,1500.0
7698.663007,1.0,673.15,574.28,98.87,6076.961711,0.833333,0.25,0.75,0.5,8,14,1907.16983,2144.047631,12,0.8895184013310831,56.09583333333333,506.41347591666664,158.93081916666668,0.9002757231549532,Both,0.0,12000.0
8.04034,0.181818,176.85,176.85,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,266.209837,169.928063,12,1.566603047396412,14.737499999999999,0.0,22.18415308333333,0.0,One_Off_Only,1.0,6000.0
1125.697524,1.0,0.0,0.0,0.0,504.069794,0.0,0.0,0.0,0.5,8,0,599.233796,625.024705,12,0.958736161337236,0.0,42.00581616666667,49.936149666666665,0.9999999801614778,No_Purchases,0.0,1200.0
2811.486863,1.0,692.52,692.52,0.0,637.084199,1.0,1.0,0.0,0.25,5,13,1848.537683,2532.728316,12,0.7298602317602064,57.71,53.09034991666667,154.04480691666666,0.47915326582724443,One_Off_Only,0.0,3000.0
454.552808,0.454545,0.0,0.0,0.0,1091.832836,0.0,0.0,0.0,0.083333,1,0,163.85665,297.132962,12,0.5514589945945144,0.0,90.98606966666667,13.654720833333334,0.9999999908410889,No_Purchases,0.0,1200.0
0.0,0.0,125.37,0.0,125.37,0.0,1.0,0.0,1.0,0.0,0,7,0.0,312.343947,7,0.0,17.91,0.0,0.0,0.0,Installments_Only,0.0,1500.0
1057.699883,1.0,229.74,216.17,13.57,768.99315,0.5,0.5,0.083333,0.333333,4,7,307.755667,393.128829,12,0.7828366593070015,19.145,64.0827625,25.646305583333334,0.7699685769920767,Both,0.0,1500.0
369.384435,1.0,3303.03,87.9,3215.13,0.0,0.833333,0.166667,0.75,0.0,0,28,2353.184431,173.56131,12,13.558230779761297,275.2525,0.0,196.09870258333333,0.0,Both,0.0,6000.0
116.418751,1.0,1176.0,0.0,1176.0,0.0,1.0,0.0,1.0,0.0,0,12,1083.783994,1364.816672,12,0.7940875930764744,98.0,0.0,90.31533283333333,0.0,Installments_Only,0.666667,2150.0
73.704935,1.0,554.67,0.0,554.67,0.0,1.0,0.0,1.0,0.0,0,17,578.565706,175.221326,12,3.3019135637682844,46.2225,0.0,48.21380883333333,0.0,Installments_Only,0.75,4000.0
1386.020611,1.0,0.0,0.0,0.0,2168.900998,0.0,0.0,0.0,0.166667,5,0,1736.121099,450.598141,12,3.852925483930803,0.0,180.74174983333333,144.67675825,0.9999999953893699,No_Purchases,0.0,6000.0
3441.516174,1.0,358.68,0.0,358.68,0.0,1.0,0.0,0.916667,0.0,0,12,1376.000823,751.654272,12,1.8306299264852723,29.89,0.0,114.66673525,0.0,Installments_Only,0.0,7500.0
169.600016,0.272727,36.79,0.0,36.79,2596.426866,0.083333,0.0,0.083333,0.25,10,1,1086.495221,69.858754,12,15.55274039775453,3.0658333333333334,216.36890549999998,90.54126841666665,0.9860284922463788,Installments_Only,0.090909,1500.0
253.367476,0.909091,626.69,0.0,626.69,0.0,0.416667,0.0,0.416667,0.0,0,5,969.151872,176.889617,12,5.478850786428534,52.22416666666667,0.0,80.762656,0.0,Installments_Only,0.0,1500.0
66.0478,0.454545,674.67,674.67,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,538.053223,167.18485,12,3.2183130876803077,56.2225,0.0,44.837768583333336,0.0,One_Off_Only,1.0,600.0
1821.040307,1.0,166.38,116.38,50.0,1682.602932,0.4,0.2,0.2,0.4,13,5,3388.896555,520.445922,10,6.511524726453237,16.637999999999998,168.2602932,338.8896555,0.9100153894226679,Both,0.0,5000.0
955.41412,1.0,0.0,0.0,0.0,1145.252721,0.0,0.0,0.0,0.25,4,0,1402.659723,372.641361,12,3.764100908162449,0.0,95.43772675000001,116.88831025,0.9999999912683029,No_Purchases,0.0,1200.0
79.222393,1.0,994.96,463.2,531.76,0.0,0.916667,0.333333,0.833333,0.0,0,22,612.645199,160.160912,12,3.825185265854052,82.91333333333334,0.0,51.053766583333335,0.0,Both,0.9,3500.0
5335.302925,1.0,0.0,0.0,0.0,468.958688,0.0,0.0,0.0,0.166667,2,0,1350.318606,1249.937085,12,1.0803092502827112,0.0,39.079890666666664,112.5265505,0.9999999786761605,No_Purchases,0.0,6000.0
608.422266,0.636364,0.0,0.0,0.0,2338.86519,0.0,0.0,0.0,0.166667,2,0,600.277524,369.688294,12,1.623739559799544,0.0,194.9054325,50.023126999999995,0.9999999957244222,No_Purchases,0.0,4000.0
124.117838,0.363636,14.98,14.98,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,607.535166,43.582049,12,13.940028992205256,1.2483333333333333,0.0,50.6279305,0.0,One_Off_Only,0.0,1700.0
1155.338824,0.909091,5744.03,4055.8,1688.23,0.0,0.5,0.083333,0.416667,0.0,0,11,3684.789911,328.151043,12,11.228944345334769,478.6691666666666,0.0,307.06582591666665,0.0,Both,0.0,6000.0
34.351126,0.545455,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,79.207316,208.550713,12,0.3797988079859114,3.8041666666666667,0.0,6.600609666666667,0.0,One_Off_Only,0.0,1500.0
29.929842,0.272727,259.59,0.0,259.59,0.0,0.166667,0.0,0.166667,0.0,0,3,682.334296,175.624776,12,3.8851822202362714,21.632499999999997,0.0,56.86119133333333,0.0,Installments_Only,1.0,2500.0
528.917839,1.0,647.69,483.59,164.1,0.0,0.666667,0.25,0.333333,0.0,0,12,390.696467,213.744956,12,1.8278627764267439,53.97416666666667,0.0,32.55803891666667,0.0,Both,0.0,1000.0
6851.39075,0.909091,4004.0,117.0,3887.0,10616.27014,0.909091,0.181818,0.818182,0.363636,17,18,6746.5317,22011.7798,11,0.30649641956417517,364.0,965.1154672727273,613.3210636363636,0.7261336508203988,Both,0.0,7500.0
2.566385,0.454545,0.0,0.0,0.0,294.434643,0.0,0.0,0.0,0.083333,1,0,379.556939,54.371074,12,6.980860249172151,0.0,24.53622025,31.629744916666667,0.9999999660366066,No_Purchases,0.0,1300.0
1872.934017,1.0,382.5,310.0,72.5,0.0,0.416667,0.416667,0.083333,0.0,0,7,463.938794,1005.849526,12,0.46124074963037015,31.875,0.0,38.66156616666667,0.0,Both,0.0,1950.0
3560.977973,1.0,3129.67,2229.42,900.25,283.696848,1.0,0.333333,1.0,0.166667,2,39,854.446327,956.166908,12,0.8936162828005308,260.80583333333334,23.641403999999998,71.20386058333334,0.0831134946233781,Both,0.0,5000.0
388.873921,0.727273,1579.15,1462.35,116.8,0.0,0.583333,0.5,0.25,0.0,0,15,451.600059,199.955286,12,2.2585051160635423,131.59583333333333,0.0,37.63333825,0.0,Both,0.0,2700.0
240.439583,0.545455,481.01,481.01,0.0,461.403602,0.333333,0.333333,0.0,0.333333,6,4,139.715889,174.17913,12,0.8021390448936653,40.08416666666667,38.450300166666665,11.642990750000001,0.4895977690950415,One_Off_Only,0.0,1200.0
9309.635579,1.0,9007.67,8775.37,232.3,0.0,1.0,1.0,0.25,0.0,0,87,5528.180381,2618.776868,12,2.110978001769267,750.6391666666667,0.0,460.6816984166667,0.0,Both,0.0,15000.0
9.048773,0.909091,316.2,0.0,316.2,0.0,1.0,0.0,1.0,0.0,0,24,391.398298,89.505939,12,4.372874678978042,26.349999999999998,0.0,32.61652483333334,0.0,Installments_Only,0.6,2000.0
1696.302382,1.0,0.0,0.0,0.0,1578.159867,0.0,0.0,0.0,0.666667,13,0,650.716947,784.060078,12,0.8299324974695053,0.0,131.51332225000002,54.22641225,0.9999999936635063,No_Purchases,0.0,3000.0
432.860083,1.0,128.32,128.32,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,239.784988,297.228184,12,0.8067370217241235,10.693333333333333,0.0,19.982082333333334,0.0,One_Off_Only,0.0,4750.0
1887.119184,1.0,2450.73,1450.73,1000.0,0.0,0.583333,0.166667,0.416667,0.0,0,13,1534.31902,612.83515,12,2.5036406527327837,204.2275,0.0,127.85991833333333,0.0,Both,0.0,4200.0
2339.150068,1.0,502.63,502.63,0.0,2098.738085,0.285714,0.285714,0.0,0.285714,3,4,539.450103,332.702117,7,1.621420661972504,71.80428571428571,299.8197264285714,77.06430042857143,0.8067824346096625,One_Off_Only,0.0,6000.0
1462.921098,1.0,609.16,609.16,0.0,1054.286672,0.25,0.25,0.0,0.25,4,3,506.068295,314.8002,12,1.6075856334403333,50.76333333333333,87.85722266666666,42.17235791666666,0.6337964921919872,One_Off_Only,0.0,2000.0
11278.95243,1.0,6855.59,2762.92,4092.67,0.0,0.916667,0.75,0.833333,0.0,0,39,4868.088671,2861.890896,12,1.7010042768555484,571.2991666666667,0.0,405.6740559166667,0.0,Both,0.0,18500.0
1383.161918,1.0,0.0,0.0,0.0,55.212259,0.0,0.0,0.0,0.166667,2,0,276.630198,504.836908,12,0.5479595254164832,0.0,4.601021583333334,23.0525165,0.999999818880836,No_Purchases,0.0,1500.0
181.891981,0.5,0.0,0.0,0.0,1865.191764,0.0,0.0,0.0,0.5,10,0,4565.356495,88.057892,6,51.84493828844571,0.0,310.865294,760.8927491666667,0.999999994638621,No_Purchases,1.0,2000.0
561.346036,1.0,4430.12,2992.49,1437.63,80.614627,1.0,1.0,0.75,0.083333,1,68,3750.631255,183.469161,12,20.442841893039347,369.1766666666667,6.7178855833333335,312.55260458333333,0.01787172899481739,Both,0.083333,4500.0
41.781274,1.0,161.46,38.4,123.06,0.0,1.0,0.285714,0.857143,0.0,0,9,42.028314,95.100161,7,0.4419373126048322,23.065714285714286,0.0,6.0040448571428575,0.0,Both,0.2,1500.0
92.898327,1.0,546.0,46.0,500.0,0.0,0.5,0.083333,0.416667,0.0,0,7,787.50992,173.630065,12,4.535561710723214,45.5,0.0,65.62582666666667,0.0,Both,0.6,6000.0
10397.09989,1.0,0.0,0.0,0.0,4045.620171,0.0,0.0,0.0,0.25,6,0,3222.169406,2818.707479,12,1.1431372068845416,0.0,337.13501425,268.51411716666667,0.999999997528191,No_Purchases,0.0,13000.0
869.947607,1.0,0.0,0.0,0.0,875.275758,0.0,0.0,0.0,0.25,4,0,284.200413,351.686512,12,0.8081072069062688,0.0,72.9396465,23.683367750000002,0.9999999885750294,No_Purchases,0.0,3000.0
4274.488095,1.0,0.0,0.0,0.0,12527.49129,0.0,0.0,0.0,0.583333,17,0,9836.835644,1115.092967,12,8.821538514630964,0.0,1043.9576075,819.7363036666667,0.9999999992017556,No_Purchases,0.083333,10500.0
56.541208,0.272727,325.8,325.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0,3,1300.942779,136.804417,12,9.509507897723221,27.150000000000002,0.0,108.41189825,0.0,One_Off_Only,0.0,3200.0
280.142117,1.0,2236.49,758.52,1477.97,0.0,1.0,1.0,0.666667,0.0,0,34,1986.838064,233.614975,12,8.504754367533401,186.37416666666664,0.0,165.56983866666667,0.0,Both,1.0,10000.0
1475.871356,1.0,826.77,664.21,162.56,0.0,1.0,1.0,0.333333,0.0,0,18,1182.627097,1332.067827,12,0.8878129657896695,68.8975,0.0,98.55225808333334,0.0,Both,0.0,1500.0
151.194794,0.818182,2634.7,2411.53,223.17,0.0,1.0,1.0,0.363636,0.0,0,42,2295.964836,103.773786,11,22.124707050323185,239.5181818181818,0.0,208.724076,0.0,Both,0.5,7500.0
1471.557317,1.0,577.58,0.0,577.58,529.067202,1.0,0.0,1.0,0.25,4,29,1265.924345,1007.132278,12,1.2569593489192155,48.13166666666667,44.088933499999996,105.49369541666665,0.47808117732826305,Installments_Only,0.0,1500.0
1301.800738,1.0,0.0,0.0,0.0,1378.856373,0.0,0.0,0.0,0.083333,2,0,1009.40361,280.243063,12,3.6018860312740006,0.0,114.90469775000001,84.1169675,0.9999999927476131,No_Purchases,0.0,4500.0
2332.496766,1.0,0.0,0.0,0.0,1848.691278,0.0,0.0,0.0,0.083333,1,0,803.519921,548.26632,12,1.4655649581837353,0.0,154.0576065,66.95999341666666,0.999999994590768,No_Purchases,0.0,9700.0
1306.735189,1.0,0.0,0.0,0.0,256.361633,0.0,0.0,0.0,0.25,4,0,536.065588,324.670041,12,1.651108829868635,0.0,21.363469416666664,44.67213233333334,0.9999999609926046,No_Purchases,0.0,5500.0
13479.28821,1.0,41050.4,40624.06,426.34,0.0,0.833333,0.666667,0.416667,0.0,0,157,36066.75068,15914.48462,12,2.2662845526277025,3420.866666666667,0.0,3005.5625566666663,0.0,Both,0.083333,17000.0
1018.811119,1.0,3137.2,1737.1,1400.1,0.0,1.0,0.666667,1.0,0.0,0,57,4106.558919,260.772338,12,15.747677813600085,261.43333333333334,0.0,342.21324325,0.0,Both,0.0,6500.0
519.444307,1.0,525.0,0.0,525.0,0.0,1.0,0.0,1.0,0.0,0,12,1500.456687,806.258492,12,1.8610119251802941,43.75,0.0,125.03805725000001,0.0,Installments_Only,0.083333,1000.0
20.594739,1.0,320.64,0.0,320.64,0.0,1.0,0.0,1.0,0.0,0,12,273.840392,168.037964,12,1.6296339778531252,26.72,0.0,22.820032666666666,0.0,Installments_Only,0.416667,4000.0
774.709467,1.0,462.0,0.0,462.0,864.137815,1.0,0.0,1.0,0.166667,2,24,703.328852,229.278664,12,3.0675720498976715,38.5,72.01148458333334,58.610737666666665,0.6516199136390669,Installments_Only,0.0,6000.0
4746.953711,0.909091,0.0,0.0,0.0,939.38774,0.0,0.0,0.0,0.454545,10,0,1257.708437,1029.681413,11,1.221453945760853,0.0,85.39888545454545,114.33713063636364,0.9999999893547686,No_Purchases,0.0,11000.0
9387.614011,1.0,0.0,0.0,0.0,7968.273359,0.0,0.0,0.0,0.083333,1,0,2202.134525,2584.589917,12,0.8520247262419978,0.0,664.0227799166667,183.51121041666667,0.999999998745023,No_Purchases,0.0,12000.0
