BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PAYMENTS,MINIMUM_PAYMENTS,TENURE,PAYMENT_TO_MIN_PAYMENT_RATIO,MONTHLY_AVG_PURCHASES,MONTHLY_AVG_CASH_ADVANCE,MONTHLY_AVG_PAYMENTS,CASH_ADVANCE_SHARE,PURCHASE_TYPE,CREDIT_LIMIT,BALANCE_TO_LIMIT_RATIO,IS_FULL_PAYER
12.281874,0.1,153.11,153.11,0.0,0.0,0.2,0.2,0.0,0.0,0,2,0.0,312.343947,10,0.0,15.311000000000002,0.0,0.0,0.0,One_Off_Only,9000.0,0.001364652665150386,0
1639.513143,1.0,1225.0,651.0,574.0,0.0,1.0,0.583333,1.0,0.0,0,24,1467.532097,1476.718269,12,0.9937793266795475,102.08333333333333,0.0,122.29434141666667,0.0,Both,1900.0,0.8629016496689387,0
983.520793,0.888889,554.1,554.1,0.0,758.43644,0.333333,0.333333,0.0,0.333333,5,5,376.440358,264.464403,9,1.4234064754867417,61.56666666666667,84.27071555555555,41.82670644444445,0.5778402877878173,One_Off_Only,1200.0,0.8196006540033279,0
854.166159,1.0,567.68,536.0,31.68,237.518629,0.25,0.166667,0.083333,0.333333,5,7,1697.132875,416.006812,12,4.079579432954588,47.306666666666665,19.793219083333334,141.42773958333333,0.2949814089290829,Both,3500.0,0.2440474733027215,0
191.333253,1.0,637.19,168.54,468.65,0.0,1.0,0.25,1.0,0.0,0,37,478.92389,168.015528,12,2.850473805583386,53.09916666666667,0.0,39.91032416666666,0.0,Both,2500.0,0.0765333008938668,0
5418.305735,1.0,0.0,0.0,0.0,5051.791781,0.0,0.0,0.0,0.666667,29,0,1476.335057,1555.563621,12,0.9490676096939425,0.0,420.9826484166667,123.02792141666667,0.9999999980205043,No_Purchases,8000.0,0.6772882160283897,0
1708.506241,1.0,0.0,0.0,0.0,236.443443,0.0,0.0,0.0,0.083333,1,0,702.214941,417.488671,12,1.681997555761278,0.0,19.70362025,58.517911749999996,0.9999999577065896,No_Purchases,2000.0,0.8542531162287345,0
3196.409012,1.0,2083.25,0.0,2083.25,0.0,0.75,0.0,0.666667,0.0,0,22,641.03397,1268.590924,12,0.5053118013217647,173.60416666666666,0.0,53.4194975,0.0,Installments_Only,6000.0,0.532734834445442,0
138.537976,0.333333,987.45,987.45,0.0,0.0,0.333333,0.333333,0.0,0.0,0,12,0.0,312.343947,6,0.0,164.57500000000002,0.0,0.0,0.0,One_Off_Only,3000.0,0.04617932517940224,0
21.542924,1.0,0.0,0.0,0.0,1087.758564,0.0,0.0,0.0,0.083333,4,0,1173.576762,158.975163,12,7.3821386060073655,0.0,90.646547,97.7980635,0.9999999908067836,No_Purchases,1200.0,0.01795243651706303,0
1082.33027,1.0,2980.46,657.78,2322.68,0.0,1.0,0.5,1.0,0.0,0,50,1116.967993,289.439818,12,3.859068051270401,248.37166666666667,0.0,93.08066608333333,0.0,Both,6000.0,0.18038837803268604,0
1173.112709,1.0,823.05,573.05,250.0,1000.869648,0.5,0.25,0.416667,0.25,3,11,2049.345099,266.90291,12,7.678241583119436,68.58749999999999,83.405804,170.77875825,0.5487465654586414,Both,1500.0,0.7820751341194991,0
26.247988,0.090909,0.0,0.0,0.0,2861.967408,0.0,0.0,0.0,0.083333,1,0,0.0,312.343947,12,0.0,0.0,238.497284,0.0,0.9999999965059001,No_Purchases,3000.0,0.008749329304168902,0
1075.401912,1.0,150.0,150.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,224.135558,443.646049,12,0.5052125527841103,12.5,0.0,18.677963166666668,0.0,One_Off_Only,1200.0,0.8961682525319313,0
756.041971,0.875,2486.1,2052.75,433.35,0.0,0.875,0.875,0.5,0.0,0,33,948.092359,1356.087629,8,0.6991379699464983,310.7625,0.0,118.511544875,0.0,Both,4000.0,0.18901049227747377,0
2659.411879,1.0,177.62,177.62,0.0,1831.115496,0.166667,0.166667,0.0,0.583333,19,4,577.131439,624.924987,12,0.9235211293684257,14.801666666666668,152.59295799999998,48.094286583333336,0.9115762082815497,One_Off_Only,4000.0,0.6648529680878676,0
840.50105,1.0,0.0,0.0,0.0,1820.493358,0.0,0.0,0.0,0.416667,5,0,805.79629,262.804339,12,3.0661451877267067,0.0,151.70777983333332,67.14969083333334,0.9999999945069836,No_Purchases,6500.0,0.1293078536472187,0
1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,691.825279,581.481917,12,1.1897623070923065,0.0,26.779927916666665,57.652106583333335,0.9999999688821677,No_Purchases,3500.0,0.4473374555790358,0
45.45702,0.909091,175.0,175.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,212.558928,223.193529,12,0.9523525141110827,14.583333333333334,0.0,17.713244,0.0,One_Off_Only,1200.0,0.03788084968432626,0
114.295749,1.0,109.8,0.0,109.8,0.0,0.75,0.0,0.75,0.0,0,12,115.418223,165.03489,12,0.6993564573311464,9.15,0.0,9.61818525,0.0,Installments_Only,1000.0,0.11429574785704252,0
349.788099,1.0,400.6,400.6,0.0,0.0,0.416667,0.416667,0.0,0.0,0,6,308.109946,170.326506,12,1.8089370535824263,33.38333333333333,0.0,25.67582883333333,0.0,One_Off_Only,450.0,0.7773068693931807,0
2692.671422,1.0,13013.5,9849.05,3164.45,0.0,1.0,1.0,0.833333,0.0,0,200,11250.01917,723.647022,12,15.546279708917538,1084.4583333333333,0.0,937.5015975,0.0,Both,7000.0,0.3846673454504752,0
435.905875,0.454545,2877.09,1561.04,1316.05,204.935422,1.0,0.333333,1.0,0.083333,2,51,2975.275558,112.893466,12,26.3547165294122,239.75750000000002,17.077951833333334,247.93962983333333,0.06649374786859318,Both,3500.0,0.12454453535844417,0
5678.479456,1.0,0.0,0.0,0.0,2677.463375,0.0,0.0,0.0,0.666667,35,0,1259.720956,1479.53625,12,0.8514295932159174,0.0,223.12194791666664,104.97674633333332,0.9999999962651216,No_Purchases,9500.0,0.597734678949753,0
46.86925,1.0,420.0,0.0,420.0,0.0,1.0,0.0,0.833333,0.0,0,6,411.981882,16.730028,6,24.625280707670836,70.0,0.0,68.663647,0.0,Installments_Only,1000.0,0.04686924953130751,0
1865.271423,1.0,412.0,412.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,597.104874,666.876023,12,0.8953761185776488,34.333333333333336,0.0,49.7587395,0.0,One_Off_Only,2000.0,0.9326357068368214,0
1243.250958,1.0,1680.0,0.0,1680.0,0.0,1.0,0.0,1.0,0.0,0,12,1105.142936,361.880781,12,3.053886703812361,140.0,0.0,92.09524466666666,0.0,Installments_Only,4500.0,0.27627799005271564,0
896.563274,0.818182,511.0,0.0,511.0,1084.460175,0.5,0.0,0.416667,0.166667,3,6,1330.67108,313.807299,12,4.240408179912725,42.583333333333336,90.37168125,110.88925666666667,0.6797162255728745,Installments_Only,1400.0,0.6404023339971262,0
5291.221238,1.0,2090.47,1965.41,125.06,1153.665768,0.5,0.5,0.416667,0.25,3,21,1718.461993,1495.799354,12,1.1488586199184931,174.20583333333332,96.13881400000001,143.20516608333332,0.3556157469806123,Both,15000.0,0.35274808229816795,0
1176.753991,1.0,0.0,0.0,0.0,1817.167913,0.0,0.0,0.0,0.333333,6,0,768.296414,318.681676,12,2.410858382367163,0.0,151.43065941666666,64.02470116666667,0.9999999944969312,No_Purchases,2000.0,0.588376992558115,0
1822.259235,1.0,0.0,0.0,0.0,1672.653551,0.0,0.0,0.0,0.25,4,0,589.389711,428.293387,12,1.3761354135468964,0.0,139.38779591666668,49.115809250000005,0.9999999940214757,No_Purchases,2500.0,0.7289036910843851,0
3866.85069,1.0,0.0,0.0,0.0,762.875848,0.0,0.0,0.0,0.181818,3,0,708.94961,1392.546969,11,0.5091028314959276,0.0,69.35234981818182,64.44996454545455,0.9999999868917074,No_Purchases,10000.0,0.386685068613315,0
1923.696463,0.727273,527.6,0.0,527.6,5326.343132,0.25,0.0,0.25,0.416667,48,25,2999.461289,1008.776986,12,2.973364084325333,43.96666666666667,443.86192766666665,249.95510741666666,0.9098727136219253,Installments_Only,5000.0,0.3847392918305214,0
3414.977831,1.0,2219.55,1695.03,524.52,950.424076,0.916667,0.75,0.75,0.583333,10,33,732.08134,893.816089,12,0.8190514142887462,184.9625,79.20200633333333,61.00677833333333,0.29982077146860303,Both,5000.0,0.6829955648340089,0
0.0,0.0,18.77,0.0,18.77,0.0,0.083333,0.0,0.083333,0.0,0,1,0.0,312.343947,12,0.0,1.5641666666666667,0.0,0.0,0.0,Installments_Only,5000.0,0.0,0
1016.496072,1.0,64.82,64.82,0.0,994.182547,0.142857,0.142857,0.0,0.285714,8,1,74.543258,289.569906,7,0.2574274946434698,9.26,142.02607814285713,10.649036857142857,0.9387914509067611,One_Off_Only,1200.0,0.8470800529409996,0
580.649334,0.636364,0.0,0.0,0.0,1133.582799,0.0,0.0,0.0,0.25,4,0,215.025138,291.847732,12,0.7367716348478722,0.0,94.46523325,17.9187615,0.9999999911784124,No_Purchases,1200.0,0.483874440967713,0
1337.162883,1.0,4544.48,2384.44,2160.04,0.0,0.75,0.083333,0.666667,0.0,0,25,3394.95009,380.300298,12,8.927024297860942,378.70666666666665,0.0,282.9125075,0.0,Both,7500.0,0.17828838416228215,0
6002.618198,1.0,0.0,0.0,0.0,1163.462217,0.0,0.0,0.0,0.5,10,0,1498.948148,1837.998855,12,0.815532684238083,0.0,96.95518475,124.91234566666667,0.9999999914049638,No_Purchases,6500.0,0.9234797213484928,0
170.33501,1.0,586.95,71.52,515.43,0.0,1.0,0.083333,1.0,0.0,0,24,502.525334,174.80595,12,2.874760871997728,48.9125,0.0,41.877111166666666,0.0,Both,1000.0,0.17033500829664994,0
364.150125,1.0,0.0,0.0,0.0,1382.98498,0.0,0.0,0.0,0.166667,2,0,2050.337787,188.947534,12,10.851359819739177,0.0,115.24874833333332,170.86148225,0.9999999927692635,No_Purchases,3000.0,0.12138337459538874,0
2522.043371,1.0,0.0,0.0,0.0,2504.271338,0.0,0.0,0.0,0.25,3,0,519.343097,607.30396,12,0.8551617026313857,0.0,208.68927816666667,43.278591416666664,0.9999999960068224,No_Purchases,7000.0,0.36029190962815444,0
473.807764,0.818182,546.94,0.0,546.94,0.0,1.0,0.0,1.0,0.0,0,19,1612.129418,121.996148,12,13.214591708699547,45.57833333333334,0.0,134.34411816666668,0.0,Installments_Only,7000.0,0.06768682333187598,0
2174.018945,1.0,377.1,177.62,199.48,388.849566,0.333333,0.083333,0.25,0.166667,2,5,0.0,312.343947,12,0.0,31.425,32.4041305,0.0,0.50766992787003,Both,2600.0,0.8361611294763032,0
4264.307261,1.0,222.64,0.0,222.64,249.298208,0.916667,0.0,0.833333,0.25,3,11,1017.241855,1225.908506,12,0.829786106975702,18.55333333333333,20.774850666666666,84.77015458333334,0.5282433134076038,Installments_Only,4500.0,0.947623833671947,0
1341.000157,1.0,1355.77,1220.45,135.32,929.959753,0.916667,0.666667,0.5,0.083333,1,24,553.207757,351.43166,12,1.574154534791927,112.98083333333334,77.49664608333333,46.10064641666667,0.40685463699761076,Both,4000.0,0.3352500384118749,0
1760.407415,1.0,0.0,0.0,0.0,364.974098,0.0,0.0,0.0,0.083333,1,0,1868.315118,593.24323,12,3.1493239063288776,0.0,30.414508166666668,155.6929265,0.9999999726007962,No_Purchases,3500.0,0.5029735457057898,0
0.0,0.0,393.29,45.65,347.64,0.0,1.0,0.083333,1.0,0.0,0,13,0.0,312.343947,12,0.0,32.774166666666666,0.0,0.0,0.0,Both,1000.0,0.0,0
1494.69695,0.666667,0.0,0.0,0.0,3020.521475,0.0,0.0,0.0,0.5,20,0,582.828406,318.94963,6,1.8273367732912318,0.0,503.42024583333335,97.13806766666666,0.9999999966893134,No_Purchases,3000.0,0.49823231500589227,0
34.207779,0.090909,2483.26,2483.26,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,29272.48607,312.343947,12,93.71875272105872,206.93833333333336,0.0,2439.3738391666666,0.0,One_Off_Only,10000.0,0.0034207778965792226,0
2270.950105,1.0,1403.42,77.0,1326.42,0.0,0.916667,0.083333,0.916667,0.0,0,12,830.130725,582.489074,12,1.4251438315365925,116.95166666666667,0.0,69.17756041666667,0.0,Both,8500.0,0.2671706002739169,0
930.65642,1.0,300.05,0.0,300.05,0.0,0.75,0.0,0.75,0.0,0,9,513.064156,330.422815,12,1.5527503464689525,25.004166666666666,0.0,42.755346333333335,0.0,Installments_Only,1200.0,0.7755470102037749,0
3461.183622,1.0,200.0,200.0,0.0,108.408059,0.083333,0.083333,0.0,0.083333,1,1,1322.74089,3419.12662,12,0.38686513637548425,16.666666666666668,9.034004916666666,110.2284075,0.35150850414358004,One_Off_Only,3500.0,0.9889096034602582,0
5322.994094,1.0,2812.2,857.12,1955.08,2510.352951,1.0,0.25,1.0,0.333333,8,81,1509.423237,1834.031569,12,0.8230083136425645,234.35,209.19607925,125.78526975,0.4716445227307528,Both,8500.0,0.6262345985573711,0
1199.490675,1.0,2093.55,1727.08,366.47,0.0,1.0,0.916667,0.333333,0.0,0,35,2833.409817,344.952165,12,8.213920718140132,174.4625,0.0,236.11748475000002,0.0,Both,4000.0,0.2998726680003183,0
563.587232,1.0,1232.59,500.75,731.84,450.908415,1.0,0.5,0.833333,0.083333,1,31,857.740923,218.063393,12,3.933447388235063,102.71583333333332,37.57570125,71.47841025,0.2678401169279383,Both,4000.0,0.14089680764775797,0
1448.6877,1.0,266.52,0.0,266.52,0.0,0.857143,0.0,0.714286,0.0,0,24,250.102937,558.520424,7,0.4477954999941864,38.074285714285715,0.0,35.728991,0.0,Installments_Only,1500.0,0.965791793561388,0
4184.915498,1.0,0.0,0.0,0.0,3757.68359,0.0,0.0,0.0,0.5,13,0,0.0,312.343947,12,0.0,0.0,313.1402991666667,0.0,0.999999997338786,No_Purchases,5000.0,0.8369830979260339,0
1425.606151,1.0,103.0,103.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,590.37153,516.506067,12,1.1430098430381102,8.583333333333334,0.0,49.1976275,0.0,One_Off_Only,1500.0,0.9504040943306393,0
422.723099,0.727273,344.86,344.86,0.0,0.0,0.25,0.25,0.0,0.0,0,4,1499.598264,185.217625,12,8.096411899439273,28.738333333333333,0.0,124.966522,0.0,One_Off_Only,8500.0,0.04973212923560926,0
2847.472954,1.0,0.0,0.0,0.0,3800.293424,0.0,0.0,0.0,0.583333,16,0,4869.842863,1078.106633,12,4.517032609546772,0.0,316.6911186666667,405.8202385833333,0.9999999973686242,No_Purchases,4000.0,0.7118682367203293,0
2521.094992,1.0,2326.16,875.37,1450.79,0.0,1.0,0.75,1.0,0.0,0,83,3983.238602,964.101127,12,4.1315567932993735,193.84666666666666,0.0,331.9365501666667,0.0,Both,3000.0,0.8403649945321165,0
1046.952264,1.0,504.0,0.0,504.0,0.0,1.0,0.0,1.0,0.0,0,12,759.461397,845.861144,12,0.8978558637059719,42.0,0.0,63.288449750000005,0.0,Installments_Only,1000.0,1.0469522535304776,0
826.283578,1.0,2241.87,1941.55,300.32,0.0,1.0,0.833333,0.916667,0.0,0,45,2578.745567,251.817368,12,10.240538550123416,186.8225,0.0,214.89546391666667,0.0,Both,2500.0,0.33051342987794624,0
1422.3042,1.0,0.0,0.0,0.0,115.324837,0.0,0.0,0.0,0.083333,1,0,3489.163639,5873.275911,12,0.5940745311359262,0.0,9.610403083333333,290.7636365833333,0.9999999132884173,No_Purchases,3000.0,0.474101398419662,0
1068.046178,1.0,1632.83,285.0,1347.83,0.0,1.0,0.166667,1.0,0.0,0,22,3541.399754,549.246265,12,6.4477446915775625,136.06916666666666,0.0,295.11664616666667,0.0,Both,3600.0,0.2966794930647792,0
502.399014,0.428571,0.0,0.0,0.0,1392.472408,0.0,0.0,0.0,0.285714,4,0,0.0,312.343947,7,0.0,0.0,198.92462971428571,0.0,0.9999999928185292,No_Purchases,1500.0,0.33493267376711555,0
1467.458994,0.909091,497.83,434.8,63.03,0.0,0.727273,0.545455,0.181818,0.0,0,14,726.488879,856.508162,11,0.8481984209252822,45.25727272727273,0.0,66.04444354545454,0.0,Both,1500.0,0.9783059894779601,0
5204.383263,0.9,0.0,0.0,0.0,6803.54894,0.0,0.0,0.0,0.5,17,0,1161.616486,1969.959554,10,0.5896651419795335,0.0,680.354894,116.16164859999999,0.999999998530179,No_Purchases,7000.0,0.7434833222235953,0
3347.229846,1.0,480.0,0.0,480.0,1760.145824,0.833333,0.0,0.75,0.166667,3,10,1265.606632,719.870166,12,1.7581039945735992,40.0,146.67881866666667,105.46721933333333,0.7857282312987127,Installments_Only,3500.0,0.956351381838996,0
3891.346976,1.0,3629.8,50.0,3579.8,2538.561644,1.0,0.083333,1.0,0.166667,5,254,8259.411897,4725.470314,12,1.747849701870226,302.48333333333335,211.54680366666665,688.28432475,0.4115455264128065,Both,7500.0,0.5188462627748717,0
150.699542,0.363636,648.64,330.0,318.64,0.0,0.333333,0.083333,0.25,0.0,0,5,0.0,312.343947,12,0.0,54.053333333333335,0.0,0.0,0.0,Both,2500.0,0.06027981655888073,0
4059.211725,1.0,0.0,0.0,0.0,4524.312762,0.0,0.0,0.0,0.25,4,0,3246.575307,866.693315,12,3.7459332076891214,0.0,377.02606349999996,270.54794225,0.9999999977897196,No_Purchases,5000.0,0.8118423433763153,0
1381.753281,1.0,0.0,0.0,0.0,648.228793,0.0,0.0,0.0,0.083333,1,0,3112.377295,3102.98565,12,1.0030266446671234,0.0,54.019066083333335,259.3647745833333,0.9999999845733483,No_Purchases,2400.0,0.5757305313511227,0
2369.851759,1.0,9934.93,8500.67,1434.26,0.0,1.0,0.833333,1.0,0.0,0,91,3670.569073,617.994101,12,5.939488755095921,827.9108333333334,0.0,305.8807560833333,0.0,Both,10000.0,0.23698517566301483,0
146.647091,1.0,866.57,684.87,181.7,0.0,0.5,0.333333,0.166667,0.0,0,12,1085.866453,119.015325,12,9.123752439128959,72.21416666666667,0.0,90.48887108333334,0.0,Both,2500.0,0.058658836165364645,0
123.05867,1.0,151.92,0.0,151.92,0.0,1.0,0.0,1.0,0.0,0,12,447.181346,171.75455,12,2.603606832913199,12.659999999999998,0.0,37.26511216666667,0.0,Installments_Only,3500.0,0.03515961989954394,0
482.671967,1.0,0.0,0.0,0.0,18.976859,0.0,0.0,0.0,0.083333,1,0,132.659676,266.857429,12,0.497118148540727,0.0,1.5814049166666668,11.054972999999999,0.9999994730426817,No_Purchases,500.0,0.9653439146931218,0
8121.778586,1.0,231.14,52.44,178.7,2992.209093,1.0,0.083333,1.0,0.25,18,14,2143.672319,2870.329811,12,0.7468383261450983,19.261666666666667,249.35075774999999,178.63935991666665,0.9282919712962906,Both,12000.0,0.6768148816026544,0
1158.783497,1.0,183.0,183.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,271.548882,355.227627,12,0.7644362479600652,15.25,0.0,22.6290735,0.0,One_Off_Only,1200.0,0.965652906119559,0
460.432607,1.0,1009.44,858.48,150.96,0.0,0.916667,0.583333,0.75,0.0,0,25,1292.401995,221.145007,12,5.844137989326705,84.12,0.0,107.70016625,0.0,Both,4000.0,0.11510815146222962,0
1671.76708,1.0,1346.44,890.9,455.54,0.0,1.0,0.5,0.916667,0.0,0,24,4397.366472,469.212052,12,9.371810377713606,112.20333333333333,0.0,366.447206,0.0,Both,6000.0,0.2786278462022869,0
814.085729,0.818182,0.0,0.0,0.0,1087.144848,0.0,0.0,0.0,0.166667,2,0,382.425723,292.838637,12,1.3059264100479198,0.0,90.59540399999999,31.86881025,0.9999999908015939,No_Purchases,3000.0,0.27136190876212696,0
2120.098679,1.0,0.0,0.0,0.0,4834.483762,0.0,0.0,0.0,0.25,10,0,2856.303303,654.963612,12,4.36101060739523,0.0,402.87364683333334,238.02527525000002,0.9999999979315268,No_Purchases,6000.0,0.3533497792444171,0
